,pub_year,pub_month,journal_name,paper_title,author
2401,2019,07,Nature,UDP-glucose accelerates SNAI1 mRNA decay and impairs lung cancer metastasis,"China.Shanghai.Xiongjun.Wang,China.Shanghai.Ruilong.Liu,China.Shanghai.Wencheng.Zhu,China.Dalian.Huiying.Chu,China.Shanghai.Hua.Yu,China.Shanghai.Ping.Wei,China.Wenzhou.Xueyuan.Wu,China.Shanghai.Hongwen.Zhu,China.Shanghai.Hong.Gao,China.Shanghai.Ji.Liang,China.Dalian.Guohui.Li,China.Shanghai.Weiwei.Yang"
2402,2019,07,Nature,"FOXA1 mutations alter pioneering activity, differentiation and prostate cancer phenotypes","USA.NY.Elizabeth J.Adams,USA.NY.Wouter R.Karthaus,USA.NY.Elizabeth.Hoover,USA.NY.Deli.Liu,USA.NY.Antoine.Gruet,USA.NY.Zeda.Zhang,USA.NY.Hyunwoo.Cho,USA.NY.Rose.DiLoreto,USA.NY.Sagar.Chhangawala,Canada.British Columbia.Yang.Liu,USA.NY.Philip A.Watson,Canada.British Columbia.Elai.Davicioni,USA.NY.Andrea.Sboner,USA.NY.Christopher E.Barbieri,USA.CA.Rohit.Bose,USA.NY.Christina S.Leslie,USA.NY.Charles L.Sawyers"
2403,2019,07,Nature,Gene expression across mammalian organ development,"Germany.Heidelberg.Margarida.Cardoso-Moreira,Switzerland.Lausanne.Jean.Halbert,Switzerland.Lausanne.Delphine.Valloton,Germany.Heidelberg.Britta.Velten,China.Beijing.Chunyan.Chen,China.Beijing.Yi.Shao,Switzerland.Lausanne.Angélica.Liechti,Switzerland.Lausanne.Kelly.Ascenção,Switzerland.Lausanne.Coralie.Rummel,Germany.Heidelberg.Svetlana.Ovchinnikova,Russia.Moscow.Pavel V.Mazin,Switzerland.Lausanne.Ioannis.Xenarios,Switzerland.Lausanne.Keith.Harshman,UK.Cardiff.Matthew.Mort,UK.Cardiff.David N.Cooper,Switzerland.Lausanne.Carmen.Sandi,USA.MO.Michael J.Soares,Portugal.Porto.Paula G.Ferreira,Portugal.Porto.Sandra.Afonso,Portugal.Porto.Miguel.Carneiro,UK.London.James M A.Turner,USA.TX.John L.VandeBerg,Sweden.Linköping.Amir.Fallahshahroudi,Sweden.Linköping.Per.Jensen,Germany.Göttingen.Rüdiger.Behr,UK.Newcastle.Steven.Lisgo,UK.Newcastle.Susan.Lindsay,Russia.Moscow.Philipp.Khaitovich,Germany.Heidelberg.Wolfgang.Huber,USA.CA.Julie.Baker,Germany.Heidelberg.Simon.Anders,China.Beijing.Yong E.Zhang,Germany.Heidelberg.Henrik.Kaessmann"
2404,2019,07,Nature,Developmental dynamics of lncRNAs across mammalian organs and species,"Germany.Heidelberg.Ioannis.Sarropoulos,Switzerland.Lausanne.Ray.Marin,Germany.Heidelberg.Margarida.Cardoso-Moreira,Germany.Heidelberg.Henrik.Kaessmann"
2405,2019,07,Nature,High-dimensional geometry of population responses in visual cortex,"USA.VA.Carsen.Stringer,USA.VA.Marius.Pachitariu,UK.London.Nicholas.Steinmetz,UK.London.Matteo.Carandini,UK.London.Kenneth D.Harris"
2406,2019,07,Nature,Light-wave dynamic control of magnetism,"Germany.Garching.Florian.Siegrist,Germany.Garching.Julia A.Gessner,Germany.Garching.Marcus.Ossiander,Germany.Greifswald.Christian.Denker,Germany.Garching.Yi-Ping.Chang,Germany.Garching.Malte C.Schröder,Germany.Garching.Alexander.Guggenmos,Germany.Garching.Yang.Cui,Germany.Greifswald.Jakob.Walowski,Germany.Greifswald.Ulrike.Martens,Germany.Berlin.J K.Dewhurst,Germany.Garching.Ulf.Kleineberg,Germany.Greifswald.Markus.Münzenberg,Germany.Halle (Saale).Sangeeta.Sharma,Germany.Garching.Martin.Schultze"
2407,2019,07,Nature,Foot callus thickness does not trade off protection for tactile sensitivity during walking,"USA.MA.Nicholas B.Holowka,Germany.Chemnitz.Bert.Wynands,Germany.Chemnitz.Tina J.Drechsel,USA.MA.Andrew K.Yegian,USA.MA.Victoria A.Tobolsky,Kenya.Eldoret.Paul.Okutoyi,Kenya.Eldoret.Robert.Mang'eni Ojiambo,Kenya.Eldoret.Diresibachew W.Haile,Kenya.Eldoret.Timothy K.Sigei,Germany.Chemnitz.Claudio.Zippenfennig,Germany.Chemnitz.Thomas L.Milani,USA.MA.Daniel E.Lieberman"
2408,2019,07,Nature,Structure and autoregulation of a P4-ATPase lipid flippase,"Denmark.Aarhus.Milena.Timcenko,Denmark.Aarhus.Joseph A.Lyons,Germany.Frankfurt.Dovile.Januliene,Denmark.Aarhus.Jakob J.Ulstrup,France.Gif-sur-Yvette.Thibaud.Dieudonné,France.Gif-sur-Yvette.Cédric.Montigny,Denmark.Aarhus.Miriam-Rose.Ash,Denmark.Aarhus.Jesper Lykkegaard.Karlsen,Denmark.Aarhus.Thomas.Boesen,Germany.Frankfurt.Werner.Kühlbrandt,France.Gif-sur-Yvette.Guillaume.Lenoir,Germany.Frankfurt.Arne.Moeller,Denmark.Aarhus.Poul.Nissen"
2409,2019,07,Nature,Immune evasion before tumour invasion in early lung squamous carcinogenesis,"Belgium.Brussels.Céline.Mascaux,France.Paris.Mihaela.Angelova,France.Paris.Angela.Vasaturo,USA.MA.Jennifer.Beane,USA.MA.Kahkeshan.Hijazi,Belgium.Brussels.Geraldine.Anthoine,France.Paris.Bénédicte.Buttard,Belgium.Brussels.Françoise.Rothe,Belgium.Brussels.Karen.Willard-Gallo,Belgium.Brussels.Annick.Haller,Belgium.Brussels.Vincent.Ninane,Belgium.Gembloux.Arsène.Burny,Belgium.Brussels.Jean-Paul.Sculier,USA.MA.Avi.Spira,France.Paris.Jérôme.Galon"
2410,2019,07,Nature,Living annulative π-extension polymerization for graphene nanoribbon synthesis,"Japan.Nagoya.Yuuta.Yano,Japan.Nagoya.Nobuhiko.Mitoma,Japan.Nagoya.Kaho.Matsushima,Japan.Nagoya.Feijiu.Wang,Japan.Nagoya.Keisuke.Matsui,Japan.Nagoya.Akira.Takakura,Japan.Nagoya.Yuhei.Miyauchi,Japan.Nagoya.Hideto.Ito,Japan.Nagoya.Kenichiro.Itami"
2411,2019,Jul,Nature,Publisher Correction: Hydrostatic pressure and the actomyosin cortex drive mitotic cell rounding,"Switzerland.Basel.Martin P.Stewart,Switzerland.Basel.Jonne.Helenius,Germany.Dresden.Yusuke.Toyoda,Switzerland.Basel.Subramanian P.Ramanathan,Switzerland.Basel.Daniel J.Muller,Germany.Dresden.Anthony A.Hyman"
2412,2019,Jul,Nature,Publisher Correction: DNA damage detection in nucleosomes involves DNA register shifting,"Switzerland.Basel.Syota.Matsumoto,Switzerland.Basel.Simone.Cavadini,Switzerland.Basel.Richard D.Bunker,Switzerland.Basel.Ralph S.Grand,Switzerland.Basel.Alessandro.Potenza,Switzerland.Basel.Julius.Rabl,Japan.Toyonaka.Junpei.Yamamoto,Switzerland.Basel.Andreas D.Schenk,Switzerland.Basel.Dirk.Schübeler,Japan.Toyonaka.Shigenori.Iwai,Japan.Kobe.Kaoru.Sugasawa,Japan.Tokyo.Hitoshi.Kurumizaka,Switzerland.Basel.Nicolas H.Thomä"
2413,2019,Jul,Nature,Publisher Correction: Structure and function of Vms1 and Arb1 in RQC and mitochondrial proteome homeostasis,"Germany.Munich.Ting.Su,Germany.Martinsried.Toshiaki.Izawa,Germany.Munich.Matthias.Thoms,Japan.Sapporo.Yui.Yamashita,Germany.Munich.Jingdong.Cheng,Germany.Munich.Otto.Berninghausen,Germany.Martinsried.F Ulrich.Hartl,Japan.Sendai.Toshifumi.Inada,Germany.Martinsried.Walter.Neupert,Germany.Munich.Roland.Beckmann"
2414,2019,07,Nature,Tracking the precession of single nuclear spins by weak measurements,"Switzerland.Zurich.K S.Cujia,Switzerland.Zurich.J M.Boss,Switzerland.Zurich.K.Herb,Switzerland.Zurich.J.Zopes,Switzerland.Zurich.C L.Degen"
2415,2019,Jul,Nature,Author Correction: Neutrophils support lung colonization of metastasis-initiating breast cancer cells,"UK.London.Stefanie K.Wculek,UK.London.Ilaria.Malanchi"
2416,2019,07,Nature,National food production stabilized by crop diversity,"USA.CA.Delphine.Renard,USA.CA.David.Tilman"
2417,2019,Jul,Nature,Publisher Correction: Dissociable dopamine dynamics for learning and motivation,"USA.CA.Ali.Mohebi,USA.CA.Jeffrey R.Pettibone,USA.RI.Arif A.Hamid,USA.MI.Jenny-Marie T.Wong,USA.CA.Leah T.Vinson,USA.CA.Tommaso.Patriarchi,USA.CA.Lin.Tian,USA.MI.Robert T.Kennedy,USA.CA.Joshua D.Berke"
2418,2019,07,Nature,Large-scale chemical-genetics yields new M. tuberculosis inhibitor classes,"USA.MA.Eachan O.Johnson,USA.MA.Emily.LaVerriere,USA.MA.Emma.Office,USA.MA.Mary.Stanley,USA.MA.Elisabeth.Meyer,USA.MA.Tomohiko.Kawate,USA.MA.James E.Gomez,USA.MA.Rebecca E.Audette,USA.MA.Nirmalya.Bandyopadhyay,USA.NY.Natalia.Betancourt,USA.MA.Kayla.Delano,USA.NY.Israel.Da Silva,USA.MA.Joshua.Davis,USA.MA.Christina.Gallo,USA.MA.Michelle.Gardner,USA.MA.Aaron J.Golas,USA.MA.Kristine M.Guinn,USA.MA.Sofia.Kennedy,USA.MA.Rebecca.Korn,USA.NY.Jennifer A.McConnell,USA.MA.Caitlin E.Moss,USA.MA.Kenan C.Murphy,USA.MA.Raymond M.Nietupski,USA.MA.Kadamba G.Papavinasasundaram,USA.MA.Jessica T.Pinkham,USA.NY.Paula A.Pino,USA.MA.Megan K.Proulx,USA.NY.Nadine.Ruecker,USA.NY.Naomi.Song,USA.MA.Matthew.Thompson,USA.NY.Carolina.Trujillo,USA.MA.Shoko.Wakabayashi,USA.NY.Joshua B.Wallach,USA.MA.Christopher.Watson,USA.TX.Thomas R.Ioerger,USA.MA.Eric S.Lander,USA.MA.Brian K.Hubbard,USA.MA.Michael H.Serrano-Wu,USA.NY.Sabine.Ehrt,USA.MA.Michael.Fitzgerald,USA.MA.Eric J.Rubin,USA.MA.Christopher M.Sassetti,USA.NY.Dirk.Schnappinger,USA.MA.Deborah T.Hung"
2419,2019,07,Nature,Electrolytic vascular systems for energy-dense robots,"USA.NY.Cameron A.Aubin,USA.NY.Snehashis.Choudhury,USA.NY.Rhiannon.Jerch,USA.NY.Lynden A.Archer,USA.PA.James H.Pikul,USA.NY.Robert F.Shepherd"
2420,2019,07,Nature,Noncoding deletions reveal a gene that is critical for intestinal function,"Israel.Rehovot.Danit.Oz-Levi,Israel.Rehovot.Tsviya.Olender,Israel.Ramat Gan.Ifat.Bar-Joseph,USA.CA.Yiwen.Zhu,Israel.Ramat Gan.Dina.Marek-Yagel,USA.CA.Iros.Barozzi,USA.CA.Marco.Osterwalder,USA.NY.Anna.Alkelai,USA.CA.Elizabeth K.Ruzzo,USA.NC.Yujun.Han,the Netherlands.Utrecht.Erica S M.Vos,Israel.Ramat Gan.Haike.Reznik-Wolf,Israel.Tel Aviv.Corina.Hartman,Israel.Tel Aviv.Raanan.Shamir,Israel.Tel Aviv.Batia.Weiss,Israel.Tel Aviv.Rivka.Shapiro,Israel.Tel Aviv.Ben.Pode-Shakked,Israel.Rehovot.Pavlo.Tatarskyy,Israel.Rehovot.Roni.Milgrom,Israel.Ramat Gan.Michael.Schvimer,Israel.Tel Aviv.Iris.Barshack,USA.CA.Denise M.Imai,USA.CA.Devin.Coleman-Derr,USA.CA.Diane E.Dickel,USA.CA.Alex S.Nord,USA.CA.Veena.Afzal,USA.CA.Kelly Lammerts.van Bueren,USA.CA.Ralston M.Barnes,USA.CA.Brian L.Black,USA.OH.Christopher N.Mayhew,USA.OH.Matthew F.Kuhar,USA.OH.Amy.Pitstick,UK.London.Mehmet.Tekman,UK.London.Horia C.Stanescu,USA.OH.James M.Wells,UK.London.Robert.Kleta,the Netherlands.Utrecht.Wouter.de Laat,USA.NY.David B.Goldstein,Israel.Ramat Gan.Elon.Pras,USA.CA.Axel.Visel,Israel.Rehovot.Doron.Lancet,Israel.Tel Aviv.Yair.Anikster,USA.CA.Len A.Pennacchio"
2421,2019,07,Nature,Distinct modes of mitochondrial metabolism uncouple T cell differentiation and function,"USA.CT.Will.Bailis,USA.CT.Justin A.Shyer,USA.CT.Jun.Zhao,USA.NJ.Juan Carlos Garcia.Canaveras,USA.MN.Fatimah J.Al Khazal,USA.CT.Rihao.Qu,USA.CT.Holly R.Steach,USA.CT.Piotr.Bielecki,USA.CT.Omair.Khan,USA.CT.Ruaidhri.Jackson,USA.CT.Yuval.Kluger,USA.MN.Louis J.Maher,USA.NJ.Joshua.Rabinowitz,USA.CT.Joe.Craft,USA.CT.Richard A.Flavell"
2422,2019,07,Nature,Location-level processes drive the establishment of alien bird populations worldwide,"UK.London.David W.Redding,UK.London.Alex L.Pigot,UK.London.Ellie E.Dyer,USA.UT.Çağan H.Şekercioğlu,Australia.Queensland.Salit.Kark,UK.London.Tim M.Blackburn"
2423,2019,Jul,Nature,Author Correction: Single-cell transcriptomic analysis of Alzheimer's disease,"USA.MA.Hansruedi.Mathys,USA.MA.Jose.Davila-Velderrain,USA.MA.Zhuyu.Peng,USA.MA.Fan.Gao,USA.MA.Shahin.Mohammadi,USA.MA.Jennie Z.Young,USA.MA.Madhvi.Menon,USA.MA.Liang.He,USA.MA.Fatema.Abdurrob,USA.MA.Xueqiao.Jiang,USA.MA.Anthony J.Martorell,USA.MA.Richard M.Ransohoff,USA.MA.Brian P.Hafler,USA.IL.David A.Bennett,USA.MA.Manolis.Kellis,USA.MA.Li-Huei.Tsai"
2424,2019,07,Nature,TOX reinforces the phenotype and longevity of exhausted T cells in chronic viral infection,"Germany.Freising.Francesca.Alfei,Germany.Freising.Kristiyan.Kanev,Germany.Freiburg.Maike.Hofmann,Germany.Freising.Ming.Wu,USA.TN.Hazem E.Ghoneim,Germany.Freising.Patrick.Roelli,Australia.Victoria.Daniel T.Utzschneider,Germany.Freising.Madlaina.von Hoesslin,Germany.Freising.Jolie G.Cullen,USA.TN.Yiping.Fan,Israel.Ramat Gan.Vasyl.Eisenberg,Germany.Munich.Dirk.Wohlleber,Germany.Munich.Katja.Steiger,Switzerland.Geneva.Doron.Merkler,Switzerland.Lausanne.Mauro.Delorenzi,Germany.Munich.Percy A.Knolle,Israel.Ramat Gan.Cyrille J.Cohen,Germany.Freiburg.Robert.Thimme,USA.TN.Benjamin.Youngblood,Germany.Freising.Dietmar.Zehn"
2425,2019,07,Nature,TOX is a critical regulator of tumour-specific T cell differentiation,"USA.NY.Andrew C.Scott,USA.NY.Friederike.Dündar,USA.NY.Paul.Zumbo,USA.NY.Smita S.Chandran,USA.NY.Christopher A.Klebanoff,USA.NY.Mojdeh.Shakiba,USA.NY.Prerak.Trivedi,USA.NY.Laura.Menocal,USA.NY.Heather.Appleby,USA.NY.Steven.Camara,USA.NY.Dmitriy.Zamarin,USA.NY.Tyler.Walther,USA.NY.Alexandra.Snyder,USA.NY.Matthew R.Femia,USA.NY.Elizabeth A.Comen,USA.NY.Hannah Y.Wen,USA.NY.Matthew D.Hellmann,USA.NY.Niroshana.Anandasabapathy,USA.NY.Yong.Liu,USA.NY.Nasser K.Altorki,USA.CA.Peter.Lauer,USA.NY.Olivier.Levy,USA.NY.Michael S.Glickman,USA.CA.Jonathan.Kaye,USA.NY.Doron.Betel,USA.NY.Mary.Philip,USA.NY.Andrea.Schietinger"
2426,2019,07,Nature,TOX transcriptionally and epigenetically programs CD8<sup>+</sup> T cell exhaustion,"USA.PA.Omar.Khan,USA.PA.Josephine R.Giles,USA.PA.Sierra.McDonald,USA.PA.Sasikanth.Manne,USA.PA.Shin Foong.Ngiow,USA.PA.Kunal P.Patel,USA.PA.Michael T.Werner,USA.PA.Alexander C.Huang,USA.PA.Katherine A.Alexander,USA.PA.Jennifer E.Wu,USA.PA.John.Attanasio,USA.PA.Patrick.Yan,USA.PA.Sangeeth M.George,Germany.Freiburg.Bertram.Bengsch,USA.PA.Ryan P.Staupe,USA.PA.Greg.Donahue,USA.PA.Wei.Xu,USA.PA.Ravi K.Amaravadi,USA.PA.Xiaowei.Xu,USA.PA.Giorgos C.Karakousis,USA.PA.Tara C.Mitchell,USA.PA.Lynn M.Schuchter,USA.CA.Jonathan.Kaye,USA.PA.Shelley L.Berger,USA.PA.E John.Wherry"
2427,2019,07,Nature,Spin-orbit-driven band inversion in bilayer graphene by the van der Waals proximity effect,"USA.CA.J O.Island,USA.CA.X.Cui,USA.MA.C.Lewandowski,USA.MA.J Y.Khoo,USA.CA.E M.Spanton,USA.CA.H.Zhou,USA.NY.D.Rhodes,USA.NY.J C.Hone,Japan.Tsukuba.T.Taniguchi,Japan.Tsukuba.K.Watanabe,USA.MA.L S.Levitov,USA.CA.M P.Zaletel,USA.CA.A F.Young"
2428,2019,07,Nature,Hydraulic control of mammalian embryo size and cell fate,"Germany.Heidelberg.Chii Jou.Chan,Germany.Heidelberg.Maria.Costanzo,USA.MA.Teresa.Ruiz-Herrero,Germany.Heidelberg.Gregor.Mönke,USA.PA.Ryan J.Petrie,Germany.Heidelberg.Martin.Bergert,Germany.Heidelberg.Alba.Diz-Muñoz,USA.MA.L.Mahadevan,Germany.Heidelberg.Takashi.Hiiragi"
2429,2019,07,Nature,Climate as a risk factor for armed conflict,"USA.CA.Katharine J.Mach,USA.CA.Caroline M.Kraan,UK.Exeter.W Neil.Adger,Norway.Oslo.Halvard.Buhaug,USA.CA.Marshall.Burke,USA.CA.James D.Fearon,USA.CA.Christopher B.Field,USA.CO.Cullen S.Hendrix,Belgium.Antwerp.Jean-Francois.Maystadt,USA.CO.John.O'Loughlin,USA.VA.Philip.Roessler,Germany.Hamburg.Jürgen.Scheffran,USA.CA.Kenneth A.Schultz,Norway.Oslo.Nina.von Uexkull"
2430,2019,07,Nature,Migrant memory B cells secrete luminal antibody in the vagina,"USA.CT.Ji Eun.Oh,USA.CT.Norifumi.Iijima,USA.CT.Eric.Song,USA.CT.Peiwen.Lu,USA.CT.Jonathan.Klein,USA.CT.Ruoyi.Jiang,USA.CT.Steven H.Kleinstein,USA.CT.Akiko.Iwasaki"
2431,2019,07,Nature,Transposon-encoded CRISPR-Cas systems direct RNA-guided DNA integration,"USA.NY.Sanne E.Klompe,USA.NY.Phuc L H.Vo,USA.NY.Tyler S.Halpin-Healy,USA.NY.Samuel H.Sternberg"
2432,2019,07,Nature,Off-target RNA mutation induced by DNA base editing and its elimination by mutagenesis,"China.Shanghai.Changyang.Zhou,China.Beijing.Yidi.Sun,China.Chengdu.Rui.Yan,China.Beijing.Yajing.Liu,China.Shanghai.Erwei.Zuo,China.Chengdu.Chan.Gu,China.Shanghai.Linxiao.Han,China.Shanghai.Yu.Wei,China.Shanghai.Xinde.Hu,China.Shanghai.Rong.Zeng,China.Chengdu.Yixue.Li,China.Shanghai.Haibo.Zhou,China.Chengdu.Fan.Guo,China.Shanghai.Hui.Yang"
2433,2019,07,Nature,Cryo-EM structure of oxysterol-bound human Smoothened coupled to a heterotrimeric G<sub>i</sub>,"USA.TX.Xiaofeng.Qi,USA.PA.Heng.Liu,USA.TX.Bonne.Thompson,USA.TX.Jeffrey.McDonald,USA.PA.Cheng.Zhang,USA.TX.Xiaochun.Li"
2434,2019,07,Nature,DNA damage detection in nucleosomes involves DNA register shifting,"Switzerland.Basel.Syota.Matsumoto,Switzerland.Basel.Simone.Cavadini,Switzerland.Basel.Richard D.Bunker,Switzerland.Basel.Ralph S.Grand,Switzerland.Basel.Alessandro.Potenza,Switzerland.Basel.Julius.Rabl,Japan.Toyonaka.Junpei.Yamamoto,Switzerland.Basel.Andreas D.Schenk,Switzerland.Basel.Dirk.Schübeler,Japan.Toyonaka.Shigenori.Iwai,Japan.Kobe.Kaoru.Sugasawa,Japan.Tokyo.Hitoshi.Kurumizaka,Switzerland.Basel.Nicolas H.Thomä"
2435,2019,07,Nature,Long-term ex vivo haematopoietic-stem-cell expansion allows nonconditioned transplantation,"USA.CA.Adam C.Wilkinson,Japan.Tokyo.Reiko.Ishida,Japan.Tokyo.Misako.Kikuchi,Japan.Tsukuba.Kazuhiro.Sudo,Japan.Tokyo.Maiko.Morita,USA.CA.Ralph Valentine.Crisostomo,USA.CA.Ryo.Yamamoto,USA.CA.Kyle M.Loh,Japan.Tsukuba.Yukio.Nakamura,Japan.Tokyo.Motoo.Watanabe,USA.CA.Hiromitsu.Nakauchi,Japan.Tokyo.Satoshi.Yamazaki"
2436,2019,06,Nature communications,Co-emergence of magnetic order and structural fluctuations in magnetite,"UK.EH9 3JZ.Giuditta.Perversi,UK.EH9 3JZ.Elise.Pachoud,UK.EH9 3JZ.James.Cumby,France.Grenoble.Jessica M.Hudspeth,France.Grenoble.Jon P.Wright,France.Dijon.Simon A J.Kimber,UK.EH9 3JZ.J.Paul Attfield"
2437,2019,Jun,Nature communications,Lead halide perovskites for photocatalytic organic synthesis,"USA.92182.Xiaolin.Zhu,USA.92182.Yixiong.Lin,USA.92182.Jovan.San Martin,USA.92182.Yue.Sun,USA.92182.Dian.Zhu,USA.92182.Yong.Yan"
2438,2019,06,Nature communications,European mushroom assemblages are darker in cold climates,"Germany.Freising.Franz-Sebastian.Krah,UK.CB2 3EN.Ulf.Büntgen,Germany.Freising.Hanno.Schaefer,Germany.Grafenau.Jörg.Müller,Norway.Oslo.Carrie.Andrew,UK.CF10 3AX.Lynne.Boddy,USA.92521.Jeffrey.Diez,Switzerland.Birmensdorf.Simon.Egli,UK.S10 2TN.Robert.Freckleton,UK.TW20 0EX.Alan C.Gange,Norway.Oslo.Rune.Halvorsen,Norway.Fana.Einar.Heegaard,Germany.Grafenau.Antje.Heideroth,Germany.Grafenau.Christoph.Heibl,Denmark.Copenhagen.Jacob.Heilmann-Clausen,Norway.Oslo.Klaus.Høiland,Germany.Tuebingen.Ritwika.Kar,Norway.Oslo.Håvard.Kauserud,UK.TW9 3DS.Paul M.Kirk,The Netherlands.Wageningen.Thomas W.Kuyper,Austria.Vienna.Irmgard.Krisai-Greilhuber,Norway.Oslo.Jenni.Norden,Germany.Freising.Phillip.Papastefanou,Switzerland.Birmensdorf.Beatrice.Senn-Irlet,Germany.Grafenau.Claus.Bässler"
2439,2019,06,Nature communications,Chromatin organization in the female mouse brain fluctuates across the oestrous cycle,"USA.10458.Ivana.Jaric,USA.10458.Devin.Rocks,USA.10461.John M.Greally,USA.10461.Masako.Suzuki,USA.10458.Marija.Kundakovic"
2440,2019,Jun,Nature communications,Impact of polymorphism on the optoelectronic properties of a low-bandgap semiconducting polymer,"The Netherlands.Eindhoven.Mengmeng.Li,Saudi Arabia.23955-6900.Ahmed Hesham.Balawi,The Netherlands.Eindhoven.Pieter J.Leenaers,People's Republic of China.Beijing.Lu.Ning,The Netherlands.Eindhoven.Gaël H L.Heintges,Germany.Mainz.Tomasz.Marszalek,Germany.Mainz.Wojciech.Pisula,The Netherlands.Eindhoven.Martijn M.Wienk,The Netherlands.Eindhoven.Stefan C J.Meskers,People's Republic of China.Beijing.Yuanping.Yi,Saudi Arabia.23955-6900.Frédéric.Laquai,The Netherlands.Eindhoven.René A J.Janssen"
2441,2019,Jun,Nature communications,Orbital-flop Induced Magnetoresistance Anisotropy in Rare Earth Monopnictide CeSb,"USA.60439.Jing.Xu,USA.60439.Fengcheng.Wu,USA.60439.Jin-Ke.Bao,USA.02139.Fei.Han,USA.60439.Zhi-Li.Xiao,USA.60439.Ivar.Martin,USA.60439.Yang-Yang.Lyu,USA.60439.Yong-Lei.Wang,USA.60439.Duck Young.Chung,USA.02139.Mingda.Li,USA.48309.Wei.Zhang,USA.60439.John E.Pearson,USA.60439.Jidong S.Jiang,USA.60439.Mercouri G.Kanatzidis,USA.60439.Wai-Kwong.Kwok"
2442,2019,Jun,Nature communications,Isolating hydrogen in hexagonal boron nitride bubbles by a plasma treatment,"China.Wuhan.Li.He,China.Shanghai.Huishan.Wang,China.Shanghai.Lingxiu.Chen,China.Shanghai.Xiujun.Wang,China.Shanghai.Hong.Xie,China.Shanghai.Chengxin.Jiang,Austria.Vienna.Chen.Li,Austria.Wien.Kenan.Elibol,Austria.Wien.Jannik.Meyer,Japan.305-0044.Kenji.Watanabe,Japan.305-0044.Takashi.Taniguchi,China.Nanjing.Zhangting.Wu,China.Nanjing.Wenhui.Wang,China.Nanjing.Zhenhua.Ni,China.Wuhan.Xiangshui.Miao,China.Wuhan.Chi.Zhang,China.Wuhan.Daoli.Zhang,China.Shanghai.Haomin.Wang,China.Shanghai.Xiaoming.Xie"
2443,2019,Jun,Nature geoscience,Arc magmas oxidised by water dissociation and hydrogen incorporation in orthopyroxene,"Switzerland.University of Bern.Peter.Tollan,Switzerland.University of Bern.Jörg.Hermann"
2444,2019,Jun,Nature,A battle against antibiotic resistance,None.None.Virginia.Gewin
2445,2019,06,Nature communications,Establishing microbial composition measurement standards with reference frames,"USA.92093.James T.Morton,USA.92093.Clarisse.Marotz,USA.59717.Alex.Washburne,USA.27708.Justin.Silverman,USA.92093.Livia S.Zaramela,USA.92037.Anna.Edlund,USA.92093.Karsten.Zengler,USA.92093.Rob.Knight"
2446,2019,06,Nature communications,CD46 facilitates entry and dissemination of human cytomegalovirus,"USA.10029.Kathryn R.Stein,USA.10029.Thomas J.Gardner,USA.10029.Rosmel E.Hernandez,USA.10029.Thomas A.Kraus,USA.10029.James A.Duty,USA.10029.Iban.Ubarretxena-Belandia,USA.10029.Thomas M.Moran,USA.10029.Domenico.Tortorella"
2447,2019,06,Nature communications,The Lyapunov spectra of quantum thermalisation,"UK.WC1H 0AH.A.Hallam,UK.WC1H 0AH.J G.Morley,UK.WC1H 0AH.A G.Green"
2448,2019,06,Nature communications,Inkjet-printed stretchable and low voltage synaptic transistor array,"USA.94305-4125.F.Molina-Lopez,USA.94305-4034.T Z.Gao,USA.94305.U.Kraft,USA.94305.C.Zhu,USA.94305-4125.T.Öhlund,USA.94305-4125.R.Pfattner,USA.94305-4034.V R.Feig,USA.94305.Y.Kim,USA.94305-4125.S.Wang,South Korea.16678.Y.Yun,USA.94305-4125.Z.Bao"
2449,2019,Jun,Nature,Unravelling the mysteries of preprints and peer review,None.None.Chris.Woolston
2450,2019,Jun,Nature,Harness microbes for humanity's future,
2451,2019,Jun,Nature,How adapting to research setbacks can pave the way to greater outcomes,None.None.Justyna.Miszkiewicz
2452,2019,Jun,Nature,Academics join outcry sparked by Hong Kong's contentious extradition bill,None.None.Andrew.Silver
2453,2019,Jun,Nature,From the archive,
2454,2019,06,Nature communications,"Design and application of α-ketothioesters as 1,2-dicarbonyl-forming reagents","China.200062.Ming.Wang,China.200062.Zhihong.Dai,China.200062.Xuefeng.Jiang"
2455,2019,06,Nature communications,The hydrolase LpqI primes mycobacterial peptidoglycan recycling,"UK.B15 2TT.Patrick J.Moynihan,UK.B15 2TT.Ian T.Cadby,UK.B15 2TT.Natacha.Veerapen,UK.B15 2TT.Monika.Jankute,UK.LE1 9HN.Marialuisa.Crosatti,UK.LE1 9HN.Galina V.Mukamolova,UK.B15 2TT.Andrew L.Lovering,UK.B15 2TT.Gurdyal S.Besra"
2456,2019,06,Nature communications,Emergence of plasmid stability under non-selective conditions maintains antibiotic resistance,"Germany.Kiel.Tanita.Wein,Germany.Kiel.Nils F.Hülter,Israel.84105.Itzhak.Mizrahi,Germany.Kiel.Tal.Dagan"
